,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
830,CHEMBL4101719,6.47,nM,OCCCc1nc(-c2ccc(F)cc2)c([nH]1)-c1ccnc2[nH]c(cc12)-c1ccccc1,8.189095719,412.1699395,3,3,5.351,TRUE
831,CHEMBL3983586,6.5,nM,Cc1ccc(cc1)C(\C=C\c1ccc(F)cc1)=N/Nc1nncc2ccccc12,8.187086643,382.1593748,4,1,5.60692,TRUE
832,CHEMBL3622666,6.5,nM,Fc1ccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)\C=C\C[NH2+]C4CC4)cc23)cc1Cl,8.187086643,497.1629956,7,3,4.5803,TRUE
833,CHEMBL63469,6.5,nM,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1Cl,8.187086643,347.9777361,4,2,4.3715,TRUE
834,CHEMBL69629,6.5,nM,Cc1cc([nH]c1\C=C1/C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c12)C(=O)NCCN1CCOCC1,8.187086643,525.1691436,7,4,3.20392,TRUE
835,CHEMBL4129209,6.5,nM,C[NH+]1CCN(CC1)c1ccc(Nc2cc3c(nc(Nc4ccccc4)nc3cn2)N2CCC[C@H](C2)NC(=O)C=C)nc1,8.187086643,564.3073558,10,3,3.9298,TRUE
836,CHEMBL1914668,6.6,nM,C[C@@H](Nc1ncnc2[nH]c(cc12)-c1ccc(F)cc1)c1ccccc1,8.180456064,332.1437248,3,2,4.9371,TRUE
837,CHEMBL3979366,6.6,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3F)c2cc1O[C@H]1CCN([C@@H](C1)C(=O)NCC[NH+](C)C)C(=O)C=C,8.180456064,588.2063376,8,2,3.9158,TRUE
838,CHEMBL284326,6.6,nM,C[NH+]1CCN(CCCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3nc2NC(=O)C=C)CC1,8.180456064,499.189879,8,2,3.7017,TRUE
839,CHEMBL3357634,6.67,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C(\F)=C\C[NH+](C)C,8.175874166,447.127359,6,2,4.528,TRUE
840,CHEMBL3950630,6.7,nM,Cc1cc(C)nc([N-]S(=O)(=O)c2ccc(Nc3nncc4ccccc34)cc2)n1,8.173925197,406.1211948,7,2,3.58104,TRUE
841,CHEMBL2148050,6.7,nM,CS(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c12,8.173925197,533.0691305,8,2,4.4348,TRUE
842,CHEMBL3804868,6.7,nM,CCOc1cc2ncnc(Nc3ccc(C)c(Cl)c3)c2c2OCCOc12,8.173925197,371.1036691,6,1,4.50512,TRUE
843,CHEMBL3751976,6.7,nM,CCC1=CC(=O)N(c2cccc(NC(=O)C=C)c2)c2nc(Nc3ccc(cc3OC)N3CC[NH+](C)CC3)ncc12,8.173925197,539.2644879,9,2,3.9716,TRUE
845,CHEMBL4100377,6.8,nM,COc1ccc(NC(=O)C=C)cc1Nc1cc(ccn1)-c1[nH]c(SC)nc1C1CCC1,8.167491087,435.172896,6,3,5.3378,TRUE
846,CHEMBL4105442,6.8,nM,Cc1ccc(\C=C\c2ccc(Nc3ncc(Cl)c(Nc4cccc(NC(=O)C=C)c4)n3)cc2)c(C)c1,8.167491087,495.1825881,5,3,7.52894,TRUE
848,CHEMBL4102577,6.8,nM,CCC(=O)Nc1cccc(Nc2cc(ccn2)-c2[nH]c(SC)nc2-c2ccc(F)cc2)c1,8.167491087,447.1529095,5,3,6.0918,TRUE
852,CHEMBL3963403,6.9,nM,Fc1ccc(\C=C\C(=N\Nc2nncc3ccccc23)c2ccccc2)cc1,8.161150909,368.1437248,4,1,5.2985,TRUE
853,CHEMBL2029426,6.95,nM,CN1Cc2cnc(Nc3ccccc3)nc2N(C1=O)c1cccc(NC(=O)C=C)c1,8.158015195,400.1647739,5,2,4.0482,TRUE
854,CHEMBL3219132,6.99,nM,COc1cc(ccc1Nc1ncc2C(=O)N(CC(=O)N(c3cccc(NC(=O)C=C)c3)c2n1)c1ccccc1)N1CC[NH+](C)CC1,8.155522824,618.2703016,9,2,4.4302,TRUE
857,CHEMBL3883534,7,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,8.15490196,372.0789316,5,2,4.299,TRUE
859,CHEMBL3608429,7,nM,CC(C)n1cnc2c(Nc3cnn(C)c3)nc(nc12)N1C[C@@H](F)[C@@H](C1)NC(=O)C=C,8.15490196,413.2087846,9,2,1.7132,TRUE
860,CHEMBL4218154,7,nM,CCc1nn(C)cc1Nc1nc(nc2n(cnc12)C(C)C)N1C[C@@H](F)[C@@H](C1)NC(=O)C=C,8.15490196,441.2400847,9,2,2.2756,TRUE
861,CHEMBL3946396,7,nM,COc1cccc(c1)-c1cc2c(N[C@H](C)c3ccccc3)ncnc2o1,8.15490196,345.1477268,5,1,5.0715,TRUE
864,CHEMBL255170,7,nM,Cc1ccc(Oc2ccc(Nc3ncnc4[nH]nc(OCC[NH+]5CCC(O)CC5)c34)cc2Cl)cn1,8.15490196,495.1785654,9,3,4.08112,TRUE
865,CHEMBL1172843,7,nM,OC[C@@H](Nc1ncnc2oc(-c3ccccc3)c(-c3cccc(NC(=O)C=C)c3)c12)c1ccccc1,8.15490196,476.1848406,6,3,5.8268,TRUE
866,CHEMBL598610,7,nM,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCCCCC(=O)NO,8.15490196,462.1470111,7,3,5.0092,TRUE
867,CHEMBL3787386,7,nM,Fc1ccc(Nc2ncnc3cc(OCC#C)c(NC(=O)C=C)cc23)cc1Cl,8.15490196,396.0789316,5,2,4.3024,TRUE
869,CHEMBL311109,7,nM,NC(=O)C1CC[NH+](CC1)Cc1ccc(cc1)-c1cc2ncnc(Nc3ccc4[nH]ccc4c3)c2s1,8.15490196,482.1888805,6,3,5.2805,TRUE
870,CHEMBL2087357,7,nM,Brc1cccc(Nc2ncnc3cc4OCCSCCOc4cc23)c1,8.15490196,417.0146599,6,1,4.6403,TRUE
872,CHEMBL3758762,7,nM,C[C@@H](Nc1ncnc2sc(cc12)-c1ccc(cc1)C(N)=O)c1ccccc1,8.15490196,374.1201322,5,2,4.6303,TRUE
873,CHEMBL3968784,7,nM,COc1cc2ncnc(Nc3ccc(Cl)c(Cl)c3F)c2cc1O[C@H]1CCN(C1)C(=O)C=C,8.15490196,476.081824,6,1,4.9936,TRUE
874,CHEMBL3758758,7,nM,COC(=O)c1ccc(OC)c(c1)-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,8.15490196,419.1303625,7,1,5.3266,TRUE
877,CHEMBL3674152,7,nM,COc1cc(ccc1Nc1ncc2nc(Nc3ccccc3)n(C(C)C)c2n1)C(=O)NN1CCN(C)CC1,8.15490196,515.2757213,10,3,3.7952,TRUE
878,CHEMBL122245,7,nM,COc1ccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,8.15490196,380.1152368,6,3,4.3706,TRUE
879,CHEMBL121796,7,nM,Clc1cccc(Nc2[nH]cnc3nnc(NCc4ccccc4)c23)c1,8.15490196,350.1046722,5,3,4.3136,TRUE
881,CHEMBL2103842,7,nM,C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1,8.15490196,466.0978725,9,2,5.2489,TRUE
882,CHEMBL513418,7,nM,NS(=O)(=O)c1ccc(Nc2nc3ncnc(Nc4cccc(Cl)c4)c3s2)cc1,8.15490196,432.0229933,8,3,3.8743,TRUE
884,CHEMBL3233787,7,nM,Fc1ccc(Nc2ncnc3sc(NC(=O)\C=C\C[NH+]4CCC(F)(F)CC4)cc23)cc1Cl,8.15490196,481.0950936,6,2,5.4532,TRUE
885,CHEMBL2178350,7,nM,C[NH+]1CCN(CC1)c1ccc(Nc2ncc3nc(Nc4ccccc4)n(C4CC4)c3n2)cc1,8.15490196,440.2436929,8,2,4.4002,TRUE
886,CHEMBL4062178,7,nM,C[NH+]1CCN(CC1)c1ccc(Nc2ncc3CN(C(=O)N([C@H]4CCN(C4)C(=O)CO)c3n2)c2ccccc2Cl)cc1C,8.15490196,590.2520647,8,2,3.47362,TRUE
887,CHEMBL496174,7,nM,Fc1cccc(COc2ccc(Nc3ncnc4cc(sc34)C#C[C@H]3CCC[NH2+]3)cc2Cl)c1,8.15490196,478.1030382,6,2,5.9099,TRUE
888,CHEMBL3959248,7,nM,COCCOc1cc2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c2cc1NC(=O)\C=C\C[NH+](C)C,8.15490196,551.2644879,9,2,4.8529,TRUE
889,CHEMBL53850,7,nM,CNc1ccc2ncncc2c1,8.15490196,159.0796473,3,1,1.6715,TRUE
890,CHEMBL3233020,7,nM,Fc1ccc(Nc2ncnc3sc(NC(=O)\C=C\CN4CC5(COC5)C4)cc23)cc1Cl,8.15490196,459.0932017,7,2,4.0543,TRUE
891,CHEMBL3671570,7,nM,Fc1cc(Br)ccc1Nc1ncnc2cc(OCCNC(=O)C[NH+]3CCCCC3)c(NC(=O)C=C)cc12,8.15490196,570.1390291,7,3,4.3804,TRUE
892,CHEMBL57759,7,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC[NH+](C)C,8.15490196,390.1258818,6,1,4.1149,TRUE
893,CHEMBL3622670,7,nM,CC(C)[NH2+]C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,8.15490196,499.1786456,7,3,4.8263,TRUE
895,CHEMBL4237916,7.1,nM,CCCN(c1ccc(OC)cc1)c1ncnc2occ(C)c12,8.148741651,297.1477268,5,0,4.08792,TRUE
896,CHEMBL597551,7.1,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCC(=O)NO,8.148741651,406.0844109,7,3,3.4488,TRUE
897,CHEMBL3935007,7.1,nM,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC1CCN(CC1)C(=O)C=C,8.148741651,482.0953527,6,1,4.7003,TRUE
898,CHEMBL340508,7.1,nM,NNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.148741651,330.0228565,6,3,2.8165,TRUE
899,CHEMBL340399,7.2,nM,Cc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1,8.142667504,345.1701936,6,3,3.45452,TRUE
900,CHEMBL3086106,7.2,nM,COc1cc(Nc2ncc3CN(C(=O)N([C@H]4CCN(C4)C(=O)C=C)c3n2)c2ccccc2)ccc1N1CC[NH+](C)CC1,8.142667504,568.291037,8,1,3.7141,TRUE
901,CHEMBL4239716,7.2,nM,CSc1ccc(cc1)N(C)c1ncnc2occ(C)c12,8.142667504,285.0935831,5,0,4.02102,TRUE
902,CHEMBL4079768,7.2,nM,NP(=O)(OCCCOc1ccc2ncnc(Nc3cccc(c3)C#C)c2c1)N(CCCl)CCCl,8.142667504,521.1150317,6,2,4.9866,TRUE
903,CHEMBL3612587,7.3,nM,CCOC(=O)CCCN1C(=O)Oc2cc3ncnc(Nc4cc(ccc4O)C(=O)OCC)c3cc12,8.13667714,480.1644991,11,2,3.5069,TRUE
904,CHEMBL4105526,7.4,nM,COc1ccc(NC(=O)C=C)cc1Nc1cc(ccn1)-c1[nH]c(SC)nc1C1CC1,8.13076828,421.157246,6,3,4.9477,TRUE
905,CHEMBL129825,7.4,nM,C[NH+](C)CCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.13076828,414.1167568,6,2,4.2846,TRUE
909,CHEMBL39811,7.5,nM,CN(C)CC[NH+](C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.124938737,452.1324069,5,2,4.6106,TRUE
910,CHEMBL4089951,7.6,nM,CCC(=O)N1CC[C@@H](C1)N1C(=O)N(Cc2cnc(Nc3ccc(N4CC[NH+](C)CC4)c(C)c3)nc12)c1ccccc1C,8.119186408,568.3274225,7,1,4.54634,TRUE
911,CHEMBL300217,7.6,nM,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,8.119186408,315.0119574,5,2,3.1131,TRUE
912,CHEMBL3910915,7.6,nM,COc1cc2ncnc(Nc3ccc(Br)c(C)c3)c2cc1OC1CCN(CC1)C(=O)C=C,8.119186408,496.1110028,6,1,5.00872,TRUE
913,CHEMBL136404,7.7,nM,C\C=C\C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.113509275,383.0381722,5,2,4.0455,TRUE
915,CHEMBL2048789,7.8,nM,OCCn1ccc2ncnc(Nc3ccc(Oc4ccc5CNC(=O)c5c4)c(Cl)c3)c12,8.107905397,435.1098171,7,3,3.8563,TRUE
916,CHEMBL597752,7.8,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCC(=O)NO,8.107905397,420.100061,7,3,3.8389,TRUE
917,CHEMBL4072874,7.8,nM,Fc1ccc(cc1)-c1nc([nH]c1-c1ccnc2[nH]cc(-c3cccc(NC(=O)C=C)c3)c12)-c1ccccc1,8.107905397,499.1808385,3,3,7.2176,TRUE
918,CHEMBL3622677,7.9,nM,COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1NC(=O)\C=C\C[NH2+]C1CC1,8.102372909,413.185175,6,3,3.61,TRUE
919,CHEMBL357570,7.9,nM,CCNc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1F,8.102372909,462.0525226,6,3,5.9201,TRUE
920,CHEMBL255871,8,nM,CO\N=C\c1c(N)ncnc1Nc1ccc2n(Cc3cccc(F)c3)ncc2c1,8.096910013,391.1556864,8,2,3.3198,TRUE
921,CHEMBL3671494,8,nM,Fc1cc(Br)ccc1Nc1ncnc2cc(OCCNC(=O)C3CC3)c(NC(=O)C=C)cc12,8.096910013,513.0811799,6,3,4.3045,TRUE
922,CHEMBL461968,8,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN(C)[C@@H](C)C(N)=O,8.096910013,417.1367808,6,2,3.4801,TRUE
923,CHEMBL2087359,8,nM,Brc1cccc(Nc2ncnc3cc4OCCCSCCCOc4cc23)c1,8.096910013,445.04596,6,1,5.4205,TRUE
924,CHEMBL3233778,8,nM,CC[NH+](CC)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,8.096910013,433.1139372,6,2,5.0639,TRUE
925,CHEMBL123189,8,nM,COc1cccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,8.096910013,380.1152368,6,3,4.3706,TRUE
926,CHEMBL266995,8,nM,Oc1cc(O)c2c(O)c(cnc2c1)-c1cccc(Cl)c1,8.096910013,287.0349209,4,3,3.672,TRUE
927,CHEMBL120979,8,nM,COc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,8.096910013,366.0995868,6,3,4.5021,TRUE
928,CHEMBL3759356,8,nM,C[C@@H](Nc1ncnc2sc(cc12)-c1cccc(c1)C([O-])=O)c1ccccc1,8.096910013,375.1041478,5,2,5.2296,TRUE
929,CHEMBL3416594,8,nM,COc1ccccc1-c1cc2c(NC(CO)c3ccccc3)ncnc2s1,8.096910013,377.1197978,6,2,4.5124,TRUE
930,CHEMBL461967,8,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CNC(=O)[C@H]1CCCC[NH+]1C,8.096910013,457.1680809,6,2,4.275,TRUE
934,CHEMBL3676384,8,nM,CCNC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)c(Cl)c3F)c2cc1NC(=O)C=C,8.096910013,550.0531065,6,4,4.7508,TRUE
935,CHEMBL122182,8,nM,Oc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,8.096910013,352.0839367,6,4,4.1991,TRUE
936,CHEMBL3786523,8,nM,COC[C@H]1CN(C[C@@H]1COc1nc(Nc2cnn(C)c2)nc2[nH]cc(Cl)c12)C(=O)C=C,8.096910013,445.1629153,8,2,2.3742,TRUE
937,CHEMBL293090,8,nM,C[NH2+]CCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,8.096910013,376.1102317,6,2,3.7727,TRUE
938,CHEMBL91867,8,nM,CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.096910013,380.0272731,4,2,4.0977,TRUE
939,CHEMBL1914658,8,nM,C[C@@H](Nc1ncnc2[nH]c(cc12)-c1ccc(O)cc1)c1ccccc1F,8.096910013,428.0648015,4,3,5.2206,TRUE
940,CHEMBL257430,8,nM,Clc1cc(Nc2ncnc3[nH]nc(OCCN4CC[NH2+]CC4)c23)ccc1OCc1ccccn1,8.096910013,480.1788997,9,3,3.0079,TRUE
941,CHEMBL402553,8,nM,Clc1cc(Nc2ncnc3[nH]nc(OCC[NH+]4CCCC4)c23)ccc1OCc1ccccn1,8.096910013,465.1680007,8,2,4.1985,TRUE
942,CHEMBL3647423,8,nM,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\[C@H]1CCC[NH+]1C,8.096910013,469.1680809,6,2,5.1535,TRUE
943,CHEMBL1272061,8,nM,OC[C@@H](Nc1ncnc2sc3CN(CCc3c12)C(=O)C=C)c1ccccc1,8.096910013,380.1306969,6,2,2.9075,TRUE
944,CHEMBL4205392,8,nM,CCn1cnc2c(Nc3cn(C)nc3OC)nc(nc12)N1C[C@@H](F)[C@@H](C1)NC(=O)C=C,8.096910013,429.2036992,10,2,1.1608,TRUE
946,CHEMBL60826,8,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)Cn1ccnc1,8.096910013,443.1160454,8,2,3.8109,TRUE
947,CHEMBL497459,8,nM,CN(C)\N=C\c1c(N)ncnc1Nc1ccc2n(Cc3cccc(F)c3)ncc2c1,8.096910013,404.1873209,8,2,3.235,TRUE
948,CHEMBL3897363,8,nM,CN1CCN(CC1)c1ccc(Nc2ncnc3cc4OC(=O)N(CCOC(=O)CBr)c4cc23)cc1Cl,8.096910013,574.073093,10,1,3.6246,TRUE
949,CHEMBL3663929,8,nM,CCc1nc(C(N)=O)c(Nc2ccc(cc2)N2CCC(CC2)[NH+]2CCN(C)CC2)nc1O[C@@H]1CCN(C1)C(=O)C=C,8.096910013,562.3379872,9,2,2.2634,TRUE
950,CHEMBL3786802,8,nM,Cn1cc(Nc2nc(OC[C@H]3CN(C[C@@H]3C(F)(F)F)C(=O)C=C)c3c(Cl)c[nH]c3n2)cn1,8.096910013,469.1240852,7,2,3.2901,TRUE
951,CHEMBL56912,8,nM,COCC[NH2+]CCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,8.096910013,420.1364465,7,2,3.7893,TRUE
953,CHEMBL473427,8,nM,Fc1cccc(COc2ccc(Nc3ncnc4cc(sc34)-c3cccs3)cc2Cl)c1,8.096910013,467.03291,6,1,7.5349,TRUE
954,CHEMBL207687,8,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@@H](C)C(N)=O,8.096910013,417.1367808,6,2,3.4801,TRUE
955,CHEMBL3233776,8,nM,Fc1ccc(Nc2ncnc3sc(NC(=O)\C=C\CNCc4ncccn4)cc23)cc1Cl,8.096910013,469.0887851,8,3,4.3019,TRUE
956,CHEMBL3758951,8,nM,C[C@@H](Nc1ncnc2sc(cc12)-c1ccc(F)c(C=O)c1)c1ccccc1,8.096910013,377.0998114,5,1,5.483,TRUE
957,CHEMBL206783,8,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCCC[C@@H]1C(N)=O,8.096910013,443.1524309,6,2,4.0143,TRUE
959,CHEMBL162053,8.1,nM,CN(CC[NH+](C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.091514981,400.1011068,6,1,3.5287,TRUE
960,CHEMBL3622649,8.1,nM,C[NH+](C)C\C=C\C(=O)Nc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1OC1CC[NH+](C)CC1,8.091514981,484.2586743,7,2,3.884,TRUE
961,CHEMBL4095271,8.1,nM,Cc1ccc(\C=C\c2ccc(Nc3ncc(F)c(Nc4cccc(NC(=O)C=C)c4)n3)cc2)c(C)c1,8.091514981,479.2121387,5,3,7.01464,TRUE
962,CHEMBL4075917,8.1,nM,Cc1n[nH]c2ccc(cc12)-c1cc(N[C@@H](CO)c2ccccc2)cnc1-c1ccc(F)cc1O,8.091514981,454.1805042,5,4,5.59052,TRUE
963,CHEMBL1243284,8.12,nM,C[NH2+]C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(cnc2cc1OCCF)C#N,8.090443971,471.127359,6,3,4.70498,TRUE
964,CHEMBL1204261,8.17,nM,CCOc1cc2ncnc(Nc3cccc(F)c3)c2cc1OCC,8.087777943,363.1149827,5,1,4.7317,TRUE
965,CHEMBL598611,8.2,nM,COc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1OCCCCCCC(=O)NO,8.086186148,434.1954053,7,3,4.198,TRUE
966,CHEMBL3357654,8.3,nM,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1NC(=O)C(\F)=C\C[NH+](C)C,8.080921908,473.0862652,6,2,4.498,TRUE
967,CHEMBL4089892,8.39,nM,OCCCCc1nc(-c2ccc(F)cc2)c([nH]1)-c1ccnc2[nH]c(cc12)-c1ccccc1,8.076238039,426.1855896,3,3,5.7411,TRUE
968,CHEMBL129824,8.4,nM,C[NH+](C)CCCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.075720714,428.1324069,6,2,4.6747,TRUE
970,CHEMBL4097369,8.4,nM,Brc1cccc(Nc2ncnc3ccc(NC(=O)c4ccco4)cc23)c1,8.075720714,408.0221878,5,2,4.9812,TRUE
971,CHEMBL597200,8.43,nM,Fc1ccc(OCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,8.074172425,466.0440661,5,2,5.2925,TRUE
